type chaussures,prix,adresse,image_lien
Chaussures homme,Prix sur demande,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_4250781_uploaded_image3_1686394297.jpeg
Baskets  Jordan,25 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4250769_uploaded_image1_1686393726.jpg
Chaussures Vans homme,15 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4249974_uploaded_image1_1686333272.jpg
Souliers homme ,20 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4249970_uploaded_image1_1686333177.jpg
Baskets homme,20 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4249965_uploaded_image1_1686332997.jpg
Baskets homme ,18 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4249960_uploaded_image1_1686332755.jpg
Baskets Air Force 1,18 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4249934_uploaded_image1_1686331980.jpg
Baskets Nike Air Jordan ,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4248715_uploaded_image2_1686261530.jpeg
Chaussures orthopédiques ,10 000CFA,"Sicap foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4247278_uploaded_image2_1686180229.jpeg
Sandales homme,40 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4247239_uploaded_image2_1686178093.jpeg
Baskets homme,30 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4247189_uploaded_image1_1686175977.jpg
Baskets homme ,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4246885_uploaded_image1_1686159911.jpg
Baskets Night,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4246864_uploaded_image1_1686159376.jpg
Chaussures homme,25 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4245887_uploaded_image2_1686125080.jpeg
Chaussures homme ,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4206787_uploaded_image1_1683499655.jpg
Chaussures homme,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4206783_uploaded_image1_1683499535.jpg
Baskets homme,15 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4244395_uploaded_image1_1686044142.jpg
Chaussures homme,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4201326_uploaded_image1_1683156712.jpg
Chaussures homme,18 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4201318_uploaded_image1_1683156439.jpg
Chaussures homme ,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4201313_uploaded_image1_1683156203.jpg
Chaussures homme ,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4201307_uploaded_image1_1683155835.jpg
Chaussures homme ,16 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4201311_uploaded_image1_1683156064.jpg
Baskets Reebok,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4239759_uploaded_image1_1685695243.jpg
Baskets  Nike Cortez,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4239756_uploaded_image1_1685695175.jpg
Baskets Stan Smith,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4239753_uploaded_image1_1685695124.jpg
Baskets All Star,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4239749_uploaded_image1_1685695048.jpg
Baskets homme,25 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4206865_uploaded_image1_1683509368.jpg
 Chaussures homme,20 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4202885_uploaded_image1_1683236128.jpg
 Chaussures homme,Prix sur demande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4202869_uploaded_image1_1683235357.jpg
Chaussures homme ,20 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4206672_uploaded_image1_1683490677.jpg
 Chaussures homme,Prix sur demande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4210820_uploaded_image3_1683746680.jpeg
Chaussures homme,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4237448_uploaded_image1_1685555401.jpg
Chaussures homme ,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4197779_uploaded_image1_1682980246.jpg
Chaussures homme,10 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4236692_uploaded_image1_1685522291.jpg
Baskets  Aire Jordan Nike ,14 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4236620_uploaded_image1_1685516305.jpg
 Chaussures homme,Prix sur demande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4201364_uploaded_image1_1683158712.jpg
Chaussures homme,Prix sur demande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4205897_uploaded_image1_1683414151.jpg
Chaussures homme ,Prix sur demande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4205887_uploaded_image1_1683413846.jpg
Chaussures homme ,Prix sur demande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4205880_uploaded_image1_1683413548.jpg
 Chaussures homme,Prix sur demande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4224662_uploaded_image1_1684685393.jpg
Chaussures hommes et meuble,Prix sur demande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4200522_uploaded_image1_1683123041.jpg
Chaussures homme ,17 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4205298_uploaded_image1_1683380405.jpg
Baskets Jordan 13 Rétro,17 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4201870_uploaded_image1_1683199114.jpg
Baskets  Adidas,27 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4235586_uploaded_image1_1685450131.jpg
Baskets NikeCraft ,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4233671_uploaded_image1_1685303102.jpg
Mocassins homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4233666_uploaded_image1_1685302593.jpg
Baskets New Balance 550,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4233659_uploaded_image1_1685302030.jpg
Baskets Air Jordan One Dunks Low,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4233655_uploaded_image1_1685301897.jpg
Baskets Tommy Hilfiger,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4233652_uploaded_image1_1685301700.jpg
Chaussures homme,10 000CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4233273_uploaded_image1_1685279158.jpg
Sandale orthopédique ,13 500CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4191572_uploaded_image1_1682531832.jpg
Baskets  Yeezy ,5 000CFA,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4230143_uploaded_image1_1685032027.jpg
Chaussures Nike Air  Force 1,15 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4192640_uploaded_image2_1682608576.jpeg
Chaussures homme,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4229749_uploaded_image1_1685016773.jpg
Baskets Air Max,10 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4229316_uploaded_image1_1684981083.jpg
Chaussures homme ,20 000CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4229216_uploaded_image1_1684969547.jpg
Chaussures Yeezy homme ,18 000CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4229187_uploaded_image1_1684967959.jpg
Chaussures femme,13 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4228119_uploaded_image1_1684918276.jpg
Chaussures homme ,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4191874_uploaded_image1_1682551081.jpg
Chaussures homme ,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4191872_uploaded_image1_1682551012.jpg
Chaussures Stan Smith  ,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4188999_uploaded_image1_1682377833.jpg
Chaussures Stan Smith  ,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4191885_uploaded_image1_1682551439.jpg
Chaussures homme,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4188992_uploaded_image1_1682377464.jpg
Chaussures homme ,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4191869_uploaded_image1_1682550926.jpg
Chaussures homme,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4188993_uploaded_image1_1682377530.jpg
Chaussures homme ,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4188974_uploaded_image1_1682376824.jpg
Chaussures homme,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4188983_uploaded_image1_1682377243.jpg
Chaussures homme ,18 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4195384_uploaded_image1_1682809533.jpg
Chaussures homme ,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4188968_uploaded_image1_1682376581.jpg
Chaussures homme ,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4188969_uploaded_image1_1682376675.jpg
Chaussures Dior ,11 000CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4227470_uploaded_image1_1684861123.jpg
Chaussures homme,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4225450_uploaded_image1_1684751881.jpg
Souliers homme,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4225446_uploaded_image1_1684751826.jpg
Chaussures homme,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4189514_uploaded_image1_1682422639.jpg
Chaussures homme,18 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4184922_uploaded_image1_1682015198.jpg
Chaussures homme ,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4184914_uploaded_image1_1682015011.jpg
Chaussures homme,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4184910_uploaded_image1_1682014857.jpg
Chaussures homme,15 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4184917_uploaded_image1_1682015072.jpg
Chaussures Nike,Prix sur demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4220343_uploaded_image1_1684364916.jpg
Baskets homme,Prix sur demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4220340_uploaded_image2_1684364416.jpeg
Baskets homme,Prix sur demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4220339_uploaded_image1_1684364314.jpg
Chaussures homme ,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4181565_uploaded_image1_1681818161.jpg
Chaussures homme ,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4181562_uploaded_image1_1681818110.jpg
Chaussures homme ,16 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4181560_uploaded_image1_1681818066.jpg
Chaussures homme cuir,15 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4219359_uploaded_image1_1684317304.jpg
Babouches Super Royal,12 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4218153_uploaded_image1_1684242341.jpg
Chaussures homme,15 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4178630_uploaded_image1_1681606446.jpg
Chaussures homme,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4178633_uploaded_image1_1681606557.jpg
Chaussures homme,25 000CFA,"Diourbel, Sénégal",https://images.coinafrique.com/thumb_4215804_uploaded_image1_1684080266.jpg
Chaussures homme,23 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4215529_uploaded_image2_1684061547.jpeg
Chaussures homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4215526_uploaded_image1_1684061234.jpg
Chaussures homme,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4177388_uploaded_image1_1681512882.jpg
Chaussures homme ,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4177384_uploaded_image1_1681512623.jpg
Chaussures homme,18 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4177373_uploaded_image1_1681512268.jpg
Chaussures homme,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4177376_uploaded_image1_1681512334.jpg
Chaussures homme,18 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4177370_uploaded_image1_1681512092.jpg
Sandales  homme,5 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4214297_uploaded_image2_1683972962.jpeg
Chaussures homme,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4213726_uploaded_image1_1683918675.jpg
Chaussures  homme,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4213725_uploaded_image1_1683918578.jpg
Babouches homme,12 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4213720_uploaded_image1_1683917891.jpg
Chaussures homme,18 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4213505_uploaded_image1_1683907910.jpg
Chaussures homme,10 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4213402_uploaded_image1_1683902949.jpg
Chaussures homme ,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4212283_uploaded_image1_1683830734.jpg
Chaussures homme ,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4212279_uploaded_image1_1683830618.jpg
Chaussures homme,15 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4212189_uploaded_image2_1683826170.jpeg
Chaussures homme,20 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4211563_uploaded_image1_1683803832.jpg
Baskets homme ,25 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4211150_uploaded_image1_1683770773.jpg
Baskets homme ,25 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4211148_uploaded_image1_1683770610.jpg
Chaussures orthopédique,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4211099_uploaded_image1_1683765129.jpg
Chaussures Berluti ,30 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4210755_uploaded_image1_1683742192.jpg
Babouches homme ,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4176352_uploaded_image1_1681464469.jpg
Chaussures homme ,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4176345_uploaded_image1_1681464163.jpg
Chaussures Hermes,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4201911_uploaded_image1_1683200169.jpg
Chaussures homme,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4201909_uploaded_image1_1683200134.jpg
Souliers Berluti ,25 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4209915_uploaded_image1_1683712783.jpg
Chaussures homme ,25 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4209810_uploaded_image1_1683708514.jpg
Souliers Berluti,25 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4209808_uploaded_image1_1683708444.jpg
Chaussures homme,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4171099_uploaded_image1_1681143082.jpg
Chaussures femme,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4196034_uploaded_image1_1682877059.jpg
Babouches homme,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4170307_uploaded_image1_1681083741.jpg
Chaussures mixte,16 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4208228_uploaded_image1_1683592437.jpg
Chaussures mixte,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4208224_uploaded_image1_1683592220.jpg
Chaussures homme,Prix sur demande,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_4206661_uploaded_image1_1683489362.jpg
Sandales homme,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4206327_uploaded_image1_1683467589.jpg
Chaussures homme ,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4205826_uploaded_image3_1683417059.jpeg
Chaussures homme,Prix sur demande,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_4205350_uploaded_image1_1683382334.jpg
Baskets Air Jordan 11 xi Grey,30 000CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_4203117_uploaded_image1_1683251389.jpg
Baskets Dior homme B22,35 000CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_4203116_uploaded_image1_1683251167.jpg
Baskets Nike Air Force 1,25 000CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_4203113_uploaded_image1_1683250870.jpg
Baskets Air Jordan 1,30 000CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_4203107_uploaded_image1_1683250567.jpg
Baskets Air jordan 11 Bred,30 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4203102_uploaded_image1_1683250323.jpg
Sandales homme,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4167337_uploaded_image1_1680874510.jpg
Chaussures homme ,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4201831_uploaded_image1_1683197798.jpg
Mocassins homme ,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4169505_uploaded_image1_1681031700.jpg
Chaussures homme ,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4169501_uploaded_image1_1681031516.jpg
Baskets homme ,25 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4201416_uploaded_image2_1683165241.jpeg
 Chaussures homme ,18 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4163234_uploaded_image1_1680649993.jpg
Babouches homme,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4163239_uploaded_image1_1680650202.jpg
Chaussures homme ,15 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4163224_uploaded_image1_1680649821.jpg
Chaussures homme ,14 000CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4169224_uploaded_image1_1680991209.jpg
Sandales mixte,8 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4201063_uploaded_image1_1683143091.jpg
