type chaussures,prix,adresse,image_lien
Baskets  Jordan 14,25 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3995490_uploaded_image1_1670274953.jpg
Chaussures homme ,29 500CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3994809_uploaded_image1_1670249083.jpg
Babouches en cuir,Prix sur demande,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_3954455_uploaded_image1_1667823850.jpg
Sneakers homme,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3993205_uploaded_image3_1670167794.jpeg
Chaussures homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3948959_uploaded_image1_1667492946.jpg
Chaussures homme ,10 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3949538_uploaded_image1_1667517891.jpg
Chaussures homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3948929_uploaded_image1_1667491969.jpg
Chaussures homme,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3949524_uploaded_image1_1667517360.jpg
Chaussures homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3949531_uploaded_image1_1667517575.jpg
Chaussures homme ,8 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3949534_uploaded_image1_1667517677.jpg
Chaussures homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3948939_uploaded_image1_1667492315.jpg
Chaussures homme ,18 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3949519_uploaded_image1_1667517124.jpg
Baskets Stan Smith ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3949517_uploaded_image1_1667517000.jpg
Chaussures homme ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3948910_uploaded_image1_1667491620.jpg
Chaussures homme,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3948923_uploaded_image1_1667491856.jpg
Chaussures Stan Smith ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3948918_uploaded_image1_1667491783.jpg
Chaussures homme,15 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3989636_uploaded_image1_1669967387.jpg
Baskets homme,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3989094_uploaded_image1_1669924937.jpg
Chaussures homme ,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3988639_uploaded_image2_1669909241.jpeg
Chaussures homme ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3944972_uploaded_image1_1667320068.jpg
Chaussures homme,18 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3945608_uploaded_image1_1667343419.jpg
Chaussures homme ,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3944985_uploaded_image1_1667320321.jpg
Chaussures homme,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3943770_uploaded_image1_1667258534.jpg
Baskets homme,30 000CFA,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3986396_uploaded_image1_1669813246.jpg
Baskets Jordan ,35 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3985226_uploaded_image2_1669738173.jpeg
Chaussures homme,18 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3947661_uploaded_image1_1667438497.jpg
 Chaussures homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3942030_uploaded_image1_1667154644.jpg
Chaussures Stan Smith   ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3942040_uploaded_image1_1667154849.jpg
Chaussures homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3942054_uploaded_image1_1667155173.jpg
Chaussures homme,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3942049_uploaded_image1_1667155006.jpg
Chaussures homme ,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3942027_uploaded_image1_1667154567.jpg
Chaussures Jordan,18 000CFA,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_3984331_uploaded_image1_1669683654.jpg
Chaussures homme ,8 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3938882_uploaded_image1_1666910926.jpg
Chaussures homme ,18 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3938890_uploaded_image1_1666911155.jpg
Wallabess homme,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3938891_uploaded_image1_1666911268.jpg
Chaussures homme ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3938877_uploaded_image1_1666910774.jpg
Chaussures  Berluti ,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3981194_uploaded_image3_1669464677.jpeg
Chaussures homme,Prix sur demande,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3980636_uploaded_image1_1669414712.jpg
Chaussures en cuir ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3936948_uploaded_image1_1666796915.jpg
Chaussures homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3979279_uploaded_image1_1669328909.jpg
Chaussures en cuir ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3935632_uploaded_image1_1666714690.jpg
Chaussures homme,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3935644_uploaded_image1_1666715039.jpg
Chaussures homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3935650_uploaded_image1_1666715235.jpg
Chaussures homme,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3935642_uploaded_image1_1666714975.jpg
Sandales orthopédiques,10 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3977690_uploaded_image1_1669231358.jpg
Chaussures Air Force 1 ,12 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3977668_uploaded_image1_1669230365.jpg
Chaussures homme ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3934423_uploaded_image1_1666637493.jpg
Baskets homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3977017_uploaded_image1_1669203909.jpg
Chaussures homme,25 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3976146_uploaded_image1_1669142391.jpg
Chaussures  Timberland,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3975850_uploaded_image1_1669131961.jpg
Chaussures homme ,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3975769_uploaded_image1_1669129727.jpg
Chaussures homme,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3933193_uploaded_image1_1666560878.jpg
Chaussures Wallabess ,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3933231_uploaded_image1_1666562833.jpg
Chaussures homme,10 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3933226_uploaded_image1_1666562612.jpg
Baskets  Luis Vuitton,45 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_3975017_uploaded_image2_1669080962.jpeg
Baskets  Jordan 13 ,35 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_3975014_uploaded_image1_1669080600.jpg
Wallabess homme,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3930866_uploaded_image1_1666382596.jpg
Chaussures homme,10 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3930122_uploaded_image1_1666353180.jpg
Chaussures homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3930100_uploaded_image1_1666352609.jpg
Chaussures homme,50 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3972435_uploaded_image1_1668876001.jpg
Chaussures Stan Smith ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3930102_uploaded_image1_1666352660.jpg
Chaussures hommes,Prix sur demande,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3971331_uploaded_image1_1668800375.jpg
Baskets homme,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3927918_uploaded_image1_1666221538.jpg
Baskets Wallabess,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3927930_uploaded_image1_1666221938.jpg
Chaussures homme ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3927932_uploaded_image1_1666222073.jpg
Chaussures homme,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3928376_uploaded_image1_1666260572.jpg
Chaussures Jordan ,Prix sur demande,"Sicap foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3970173_uploaded_image1_1668729374.jpg
Chaussures Air nike,Prix sur demande,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3970068_uploaded_image1_1668721499.jpg
Chaussures homme,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3925391_uploaded_image1_1666095440.jpg
Chaussures homme,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3925425_uploaded_image1_1666095962.jpg
Chaussures homme ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3925387_uploaded_image1_1666095374.jpg
Chaussures homme,7 000CFA,"Gueule Tapée, Dakar, Sénégal",https://images.coinafrique.com/thumb_3968953_uploaded_image1_1668680910.jpg
Chaussures orthopédique en cuir,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3968784_uploaded_image1_1668674190.jpg
Baskets Nike,35 000CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3968465_uploaded_image1_1668643806.jpg
Chaussures homme,Prix sur demande,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3967493_uploaded_image1_1668599488.jpg
Chaussures homme ,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3967170_uploaded_image1_1668589260.jpg
Chaussures homme,35 000CFA,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3966537_uploaded_image1_1668538233.jpg
Chaussures Prada,20 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3965984_uploaded_image1_1668516558.jpg
Chaussures homme ,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3923247_uploaded_image1_1665957766.jpg
Chaussures Stan Smith ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3923255_uploaded_image1_1665958109.jpg
Chaussures homme,18 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3923258_uploaded_image1_1665958243.jpg
Chaussures homme ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3923261_uploaded_image1_1665958315.jpg
Chaussures homme ,18 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3923234_uploaded_image1_1665957322.jpg
Chaussures hommes,11 000CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3965758_uploaded_image1_1668509512.jpg
Chaussures homme,18 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3922309_uploaded_image1_1665876168.jpg
Chaussures homme,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3922314_uploaded_image1_1665876251.jpg
Chaussures homme,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3922305_uploaded_image1_1665875969.jpg
Baskets homme,Prix sur demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3925037_uploaded_image1_1666082892.jpg
Baskets mixtes,Prix sur demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3925029_uploaded_image1_1666082482.jpg
Baskets homme,Prix sur demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3925020_uploaded_image1_1666081911.jpg
Baskets mixtes ,Prix sur demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3925027_uploaded_image1_1666082308.jpg
Chaussures Yeezy Boost,12 000CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3963756_uploaded_image1_1668380357.jpg
Chaussures hommes,Prix sur demande,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3963210_uploaded_image1_1668346103.jpg
Chaussures homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3920695_uploaded_image1_1665770420.jpg
Chaussures homme,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3920693_uploaded_image1_1665770367.jpg
Chaussures Stan Smith ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3920681_uploaded_image1_1665770021.jpg
Wallabess homme,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3920677_uploaded_image1_1665769879.jpg
Chaussures homme,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3963088_uploaded_image1_1668337306.jpg
Chaussures homme,8 000CFA,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_3962834_uploaded_image1_1668305383.jpg
Chaussures hommes,Prix sur demande,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3962637_uploaded_image1_1668285975.jpg
Chaussures Jordan 14,25 000CFA,"Sicap foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3961839_uploaded_image1_1668240990.jpg
Chaussures homme ,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3917803_uploaded_image1_1665614312.jpg
Chaussures  Prada ,30 000CFA,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_3960214_uploaded_image1_1668127270.jpg
Chaussures homme ,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3916301_uploaded_image1_1665530139.jpg
Chaussures homme ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3916293_uploaded_image1_1665529937.jpg
Chaussures homme ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3916284_uploaded_image1_1665529646.jpg
Chaussures homme ,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3916288_uploaded_image1_1665529717.jpg
Chaussures homme ,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3916291_uploaded_image1_1665529794.jpg
Chaussures homme,30 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3959002_uploaded_image1_1668074564.jpg
Chaussures homme,25 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3958997_uploaded_image1_1668074385.jpg
Chaussures homme,25 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3958990_uploaded_image1_1668074172.jpg
Chaussures homme,25 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3958557_uploaded_image1_1668032556.jpg
Chaussures Nike homme,30 000CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3958066_uploaded_image3_1668008591.jpeg
Chaussures orthopédique,15 000CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3956924_uploaded_image1_1667947281.jpg
Chaussures orthopédique en cuir,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3956444_uploaded_image1_1667924094.jpg
Chaussures en Cuir homme,25 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3956192_uploaded_image1_1667914586.jpg
Baskets Nike Air force One ,Prix sur demande,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3955525_uploaded_image1_1667891124.jpg
Baskets Air Force One,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3955406_uploaded_image1_1667867300.jpg
Baskets Air Jordan,13 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3955402_uploaded_image2_1667866938.jpeg
Chaussures mixte,16 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3955401_uploaded_image1_1667866792.jpg
Chaussures Adidas Gazelle,30 000CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_3954122_uploaded_image1_1667813168.jpg
Chaussures homme,35 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3953945_uploaded_image2_1667805357.jpeg
Chaussures Air force one,20 000CFA,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_3953857_uploaded_image1_1667789397.jpg
Chaussures Jordan 4,21 900CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_3953851_uploaded_image1_1667788011.jpg
Chaussures Vans,9 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3953688_uploaded_image1_1667770552.jpg
Baskets  Osiris ,30 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3952622_uploaded_image1_1667700191.jpg
Chaussures homme,35 000CFA,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3951588_uploaded_image1_1667642868.jpg
Chaussures orthopédique en cuir,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3951069_uploaded_image1_1667596710.jpg
Chaussures  homme,14 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3949603_uploaded_image1_1667524696.jpg
 Chaussures homme ,25 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3949273_uploaded_image1_1667505403.jpg
Sandales homme,4 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3948279_uploaded_image1_1667474635.jpg
Sandales plates homme,4 500CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_3948105_uploaded_image1_1667471125.jpg
Chaussures Nike Air Force ,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3948036_uploaded_image1_1667469306.jpg
Chaussures Sébago ,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3948035_uploaded_image1_1667469250.jpg
Chaussures All Star ,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3948032_uploaded_image1_1667469195.jpg
Chaussures Wallabees,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3948030_uploaded_image1_1667469138.jpg
Chaussures Vans Old School ,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3948029_uploaded_image1_1667469092.jpg
Chaussures homme ,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3947974_uploaded_image3_1667467614.jpeg
Wallabess homme,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3906753_uploaded_image1_1664927612.jpg
Chaussures homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3906730_uploaded_image1_1664926757.jpg
Chaussures homme,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3906726_uploaded_image1_1664926480.jpg
Chaussures homme,8 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3906727_uploaded_image1_1664926555.jpg
Chaussures Wallabess ,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3913291_uploaded_image1_1665352277.jpg
Stan Smith homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3913271_uploaded_image1_1665351646.jpg
Chaussures homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3913260_uploaded_image1_1665351352.jpg
Chaussures Nike homme,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3913259_uploaded_image1_1665351308.jpg
Chaussures homme,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3913258_uploaded_image1_1665351241.jpg
Chaussures homme,8 000CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3945783_uploaded_image1_1667352308.jpg
Chaussures Addidas,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3945714_uploaded_image1_1667347843.jpg
Chaussures orthopédique ,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3945648_uploaded_image1_1667344890.jpg
Chaussures homme,8 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3938853_uploaded_image2_1666909972.jpeg
Babouches homme,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3938842_uploaded_image1_1666908912.jpg
Chaussures homme,20 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3945526_uploaded_image1_1667340801.jpg
Chaussures homme,20 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3945520_uploaded_image1_1667340641.jpg
 Chaussures homme ,Prix sur demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3945212_uploaded_image1_1667328057.jpg
Chaussures Jordan 3,20 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3945183_uploaded_image1_1667326853.jpg
Chaussures  Jordan,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3944609_uploaded_image1_1667308041.jpg
Chaussures homme,15 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3944382_uploaded_image3_1667300576.jpeg
Chaussures homme,Prix sur demande,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_3935961_uploaded_image1_1666729603.jpg
Chaussures homme,Prix sur demande,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_3935953_uploaded_image1_1666729177.jpg
Chaussures  Jordan 26,35 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3922650_uploaded_image1_1665918146.jpg
Baskets Air Jordan 4 ,25 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3921523_uploaded_image1_1665836036.jpg
Chaussures Orthopédiques ,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3921157_uploaded_image2_1665818313.jpeg
Chaussures homme ,15 000CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_3920978_uploaded_image1_1665786717.jpg
Baskets Nike Air Force 1 ,12 990CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_3918929_uploaded_image1_1665672183.jpg
Baskets Jordan 4,23 000CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_3918924_uploaded_image1_1665672045.jpg
Chaussures Jordan 4 ,25 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3918337_uploaded_image1_1665656209.jpg
Chaussures Louis Vuitton ,35 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3918315_uploaded_image1_1665655664.jpg
Chaussures Jordan 6,25 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3918311_uploaded_image2_1665655488.jpeg
Chaussures Louis Vuitton,35 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3918214_uploaded_image1_1665652791.jpg
Chaussures Jordan 11 ,30 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3918213_uploaded_image1_1665652721.jpg
Baskets  Air Force one ,15 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3917779_uploaded_image1_1665613562.jpg
Chaussures homme,20 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3917767_uploaded_image1_1665612935.jpg
Chaussures hommes,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3917239_uploaded_image1_1665587031.jpg
Chaussures homme ,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3917234_uploaded_image1_1665586887.jpg
Chaussures homme ,18 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3875329_uploaded_image1_1663013178.jpg
Chaussures homme ,10 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3875333_uploaded_image1_1663013302.jpg
Chaussures homme ,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3916223_uploaded_image1_1665526655.jpg
 Chaussures Nike SB DUNK LOW ,23 000CFA,"Les Parcelles Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3916065_uploaded_image2_1665516957.jpeg
Baskets Noctar Drake ,45 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_3915620_uploaded_image1_1665498043.jpg
Baskets New Balance ,35 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_3915616_uploaded_image1_1665497747.jpg
Chaussures homme ,8 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3915497_uploaded_image1_1665494209.jpg
Baskets Jordan 1 ,35 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_3914881_uploaded_image1_1665453287.jpg
Chaussures homme ,10 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3873199_uploaded_image1_1662894181.jpg
Chaussures homme ,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3914799_uploaded_image1_1665443577.jpg
Baskets homme,20 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3914065_uploaded_image1_1665410096.jpg
Sandales orthopédiques ,12 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3913822_uploaded_image1_1665401209.jpg
Sandales homme,8 000CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_3913380_uploaded_image1_1665357776.jpg
Chaussures Berluti homme,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3913360_uploaded_image1_1665356238.jpg
Chaussures orthopédiques en cuir,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3911881_uploaded_image1_1665252695.jpg
Chaussures Toppanga ,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3910830_uploaded_image1_1665168137.jpg
Chaussures Timberland ,24 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3909782_uploaded_image2_1665675198.jpeg
Chaussures Kalenji ,14 000CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3909599_uploaded_image1_1665087458.jpg
Chaussures homme,20 000CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_3909526_uploaded_image1_1665083040.jpg
Chaussures Berluti ,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3908998_uploaded_image1_1665059618.jpg
Baskets Nike Air Force 1,12 500CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_3908483_uploaded_image1_1665021167.jpg
Chaussures homme,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3866578_uploaded_image1_1662507190.jpg
Chaussures homme,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3866560_uploaded_image1_1662506471.jpg
Chaussures homme,15 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3907898_uploaded_image1_1664986369.jpg
Chaussures homme,9 600CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3907584_uploaded_image1_1664976486.jpg
Chaussures homme,11 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3906394_uploaded_image1_1664910340.jpg
